행유형,원본부모Claim번호,자식Claim번호,입력구분,최종검증유형,유형분류결과,원문,기사작성일,대상수치표현,지표,기사값,단위,기준시점,주기,지역,대상집단,차원JSON,계산방식,조건JSON,파싱상태,공식조회진입경로,최종상태,최종사유코드,실패단계,실패원인_쉬운설명,판정,공식계산값,공식좌표JSON,공식출처JSON,공식근거URL,응답해시,공표확인,공식근거종류,공식판정완료,진단번호,원본상세사유,전체자식수,8번직접값자식수,다른유형자식수,공식판정완료자식수,실행결과파일
복수문장직접값자식결과,A01193_11,claim_fa16759bc2782c6b,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"같은 방식으로 비교했을 때 2023년까지만 해도 외국인과 노인 일자리 참여자 증가 규모는 11만8000명으로, 전체 취업자 증가 폭(32만7000명)보다 적었다.",2025-04-02,118000명,일자리 참여자 증가 규모,118000.0,명,2023년,,,외국인과 노인 일자리 참여자,"{""sex"": ""여성""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,기간·단위·지역 등 필수 조건을 모두 만족하는 공식표 후보가 없음,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01193_11,claim_4d7dc9ed0457a5f5,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"같은 방식으로 비교했을 때 2023년까지만 해도 외국인과 노인 일자리 참여자 증가 규모는 11만8000명으로, 전체 취업자 증가 폭(32만7000명)보다 적었다.",2025-04-02,327000명,취업자 증가 폭,327000.0,명,2023년,,,전체 취업자,"{""item"": ""취업자""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,LOW_SEMANTIC_SCORE,EVIDENCE_CELL,LOW_SEMANTIC_SCORE,UNDETERMINED,,"[{""canonical_key"": ""ORG=101|TBL=DT_1DA7001S|ITM=T30|OBJ=B|MEMBER=계|PRD_SE=월|분기|년|PRD_DE=2023"", ""dimension_codes"": {""B"": ""0""}, ""dimension_members"": {""B"": ""계""}, ""itm_id"": ""T30"", ""member_code"": ""계"", ""obj_id"": ""B"", ""org_id"": ""101"", ""prd_de"": ""2023"", ""prd_se"": ""월|분기|년"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1DA7001S"", ""unit"": ""천명""}]",[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01193_7,claim_88b757f547926753,복수 수치에서 분리,8번 직접값 제외,다른 유형으로 이동: 6번 증감량,"그 결과 작년 외국인 취업자는 8만7000명, 노인 일자리 참여자는 9만2000명 늘어난 것으로 파악됐다.",2025-04-02,87000명,외국인 취업자 증가,87000.0,명,2024년,년,,외국인 취업자,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_DIFFERENCE,CLAIM_PARSE,직접값이 아니라 두 기간 공식값의 차이를 계산해야 하는 증감량 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01193_7,claim_20ff519d54b08eff,복수 수치에서 분리,8번 직접값 제외,다른 유형으로 이동: 6번 증감량,"그 결과 작년 외국인 취업자는 8만7000명, 노인 일자리 참여자는 9만2000명 늘어난 것으로 파악됐다.",2025-04-02,92000명,일자리 참여자 증가 규모,92000.0,명,2024년,년,,일자리 참여자,"{""sex"": ""여성"", ""대상"": ""노인"", ""항목"": ""노인 일자리""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_DIFFERENCE,CLAIM_PARSE,직접값이 아니라 두 기간 공식값의 차이를 계산해야 하는 증감량 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01285_4,claim_d5a7ae422c416dbf,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"9일 통계청이 발표한 ‘3월 고용동향’에 따르면, 지난 3월 취업자 수는 2858만9000명으로 전년 동월 대비 19만3000명 증가했다.",2025-04-09,2.8589e+07명,취업자 수,28589000.0,명,2025년 3월,월,대한민국,취업자,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,AUTO,WITHIN_TOLERANCE,VERDICT,기사값과 공식값이 허용오차 안에서 일치,MATCH,28589000.0,"[{""canonical_key"": ""ORG=101|TBL=DT_1DA7001S|ITM=T30|OBJ=B|MEMBER=계|PRD_SE=월|PRD_DE=2025-03"", ""dimension_codes"": {""B"": ""0""}, ""dimension_members"": {""B"": ""계""}, ""itm_id"": ""T30"", ""member_code"": ""계"", ""obj_id"": ""B"", ""org_id"": ""101"", ""prd_de"": ""2025-03"", ""prd_se"": ""월"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1DA7001S"", ""unit"": ""천명""}]","[{""content_hash"": ""ba95b3860024c3ea552e621c4d0c3ec24a1ef96fd16434bca699a0d60ba0c0af"", ""evidence_key"": ""ORG=101|TBL=DT_1DA7001S|ITM=T30|OBJ=B|MEMBER=계|PRD_SE=월|PRD_DE=2025-03"", ""publication"": {""content_hash"": ""246739db81ff1a69cd4128d267c47aaa1b806eee9b3fe1723c2d15bd41000920"", ""coverage_end_period"": null, ""coverage_start_period"": null, ""evidence_scope"": ""PERIOD"", ""pub_date_text"": ""조사기준 월 익월"", ""pub_period"": ""월"", ""publication_method_url"": ""https://www.kostat.go.kr/board.es?act=list&mid=a10301010000&keyField=T&bid=210&keyWord=2025%EB%85%84+3%EC%9B%94+%EA%B3%A0%EC%9A%A9%EB%8F%99%ED%96%A5"", ""published_at"": ""2025-04-09"", ""reference_period"": ""2025-03"", ""retrieved_at"": ""2026-08-26T09:03:46.035461Z"", ""source_url"": ""https://www.kostat.go.kr/board.es?mid=a10301010000&bid=210&act=view&list_no=435969&tag=&nPage=1&ref_bid="", ""status"": ""VERIFIED""}, ""retrieved_at"": ""2026-08-26T09:03:32.429896Z"", ""source"": ""API"", ""source_url"": ""https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T30&prdSe=M&startPrdDe=202503&endPrdDe=202503&objL1=0"", ""value_last_changed_at"": ""2025-03-27""}]",https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T30&prdSe=M&startPrdDe=202503&endPrdDe=202503&objL1=0,ba95b3860024c3ea552e621c4d0c3ec24a1ef96fd16434bca699a0d60ba0c0af,VERIFIED,KOSIS_API,Y,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01385_7,claim_0b82eca204ef02a6,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"농가 인구는 2003년 약 353만명에서 2013년 284만7000명으로 크게 감소했고, 지난해에는 간신히 200만명에 턱걸이할 정도로 가파르게 줄고 있다.",2025-04-17,2e+06명,농가 인구,2000000.0,명,2024년,년,,농가 인구,,DIRECT_VALUE,"{""direction"": ""DECREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01584_3,claim_5c09a68c75dde0e2,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"2일 통계청이 발표한 ‘4월 소비자물가 동향’에 따르면, 지난달 소비자물가 지수는 116.38로 전년 동월 대비 2.1% 올랐다.",2025-05-02,116.38지수,소비자물가지수,116.38,지수,2025년 4월,월,,,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",HOLD,CONTEXT_REQUIRED,HUMAN_REVIEW,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,CLAIM_PARSE,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01589_4,claim_3e2801049ee55e9d,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"2일 통계청이 발표한 ‘4월 소비자물가 동향’에 따르면, 지난달 소비자물가 지수는 116.38로 전년 동월 대비 2.1% 올랐다.",2025-05-03,116.38지수,소비자물가지수,116.38,지수,2025년 4월,월,,,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",HOLD,CONTEXT_REQUIRED,HUMAN_REVIEW,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,CLAIM_PARSE,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01641_17,claim_f6144e9032ae4a7a,복수 수치에서 분리,8번 직접값,8번 직접값 유지,실제 근로소득세 수입은 2008년 15조6000억원에서 지난해 61조원으로 거의 4배로 늘었다.,2025-05-07,61조원,실제 근로소득세 수입,61.0,조원,2024년,년,,,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,기간·단위·지역 등 필수 조건을 모두 만족하는 공식표 후보가 없음,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01709_31,claim_3548667ef4067f27,복수 수치에서 분리,8번 직접값,8번 직접값 유지,2023년 말 일반 정부 부채는 약 1217조원(GDP의 50.7%)이다.,2025-05-12,1217조원,일반 정부 부채,1217.0,조원,2023년 말,연간,,일반 정부,"{""GDP 대비 비율"": ""50.7%""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,기간·단위·지역 등 필수 조건을 모두 만족하는 공식표 후보가 없음,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01737_5,claim_535e5c9e6674fa0e,복수 수치에서 분리,8번 직접값,8번 직접값 유지,지난 1월(13만5000명)부터 4개월 연속으로 취업자 증가폭이 10만명대를 기록한 것이다.,2025-05-14,100000명,취업자 증가폭,100000.0,명,지난 1월부터 4개월 연속,월,,취업자,,DIRECT_VALUE,"{""duration"": ""4개월 연속"", ""range_expression"": ""10만명대""}",HOLD,STRUCTURAL_HOLD,HUMAN_REVIEW,CLAIM_PARSE_UNCERTAIN,CLAIM_PARSE,"‘10만명대’는 정확한 단일 수치가 아닌 범위 표현이며, 4개월 연속이라는 기간에 걸친 주장이라 확정값으로 자동 구조화하기 어렵습니다.",,,[],[],,,,,N,,"‘10만명대’는 정확한 단일 수치가 아닌 범위 표현이며, 4개월 연속이라는 기간에 걸친 주장이라 확정값으로 자동 구조화하기 어렵습니다.",,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01752_4,claim_93612f4fd03ddb56,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"통계청이 14일 발표한 ‘4월 고용 동향’에 따르면, 지난달 취업자는 2888만7000명으로 작년 4월보다 19만4000명 늘었다.",2025-05-15,2.8887e+07명,취업자,28887000.0,명,2025년 4월,월,전국,취업자,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,AUTO,WITHIN_TOLERANCE,VERDICT,기사값과 공식값이 허용오차 안에서 일치,MATCH,28887000.0,"[{""canonical_key"": ""ORG=101|TBL=DT_1DA7001S|ITM=T30|OBJ=B|MEMBER=계|PRD_SE=월|PRD_DE=2025-04"", ""dimension_codes"": {""B"": ""0""}, ""dimension_members"": {""B"": ""계""}, ""itm_id"": ""T30"", ""member_code"": ""계"", ""obj_id"": ""B"", ""org_id"": ""101"", ""prd_de"": ""2025-04"", ""prd_se"": ""월"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1DA7001S"", ""unit"": ""천명""}]","[{""content_hash"": ""49d3c5a9dbb62f72bb36e41527a493f58e5e0986134e8ae19ef12ea167869fe0"", ""evidence_key"": ""ORG=101|TBL=DT_1DA7001S|ITM=T30|OBJ=B|MEMBER=계|PRD_SE=월|PRD_DE=2025-04"", ""publication"": {""content_hash"": ""213459a3cd85aa4e294dc8ac801e810b4745ef2f8fa25b4ebe22243c99800c47"", ""coverage_end_period"": null, ""coverage_start_period"": null, ""evidence_scope"": ""PERIOD"", ""pub_date_text"": ""조사기준 월 익월"", ""pub_period"": ""월"", ""publication_method_url"": ""https://www.kostat.go.kr/board.es?act=list&mid=a10301010000&keyField=T&bid=210&keyWord=2025%EB%85%84+4%EC%9B%94+%EA%B3%A0%EC%9A%A9%EB%8F%99%ED%96%A5"", ""published_at"": ""2025-05-14"", ""reference_period"": ""2025-04"", ""retrieved_at"": ""2026-08-26T09:04:31.953739Z"", ""source_url"": ""https://www.kostat.go.kr/board.es?mid=a10301010000&bid=210&act=view&list_no=436594&tag=&nPage=1&ref_bid="", ""status"": ""VERIFIED""}, ""retrieved_at"": ""2026-08-26T09:04:25.521041Z"", ""source"": ""API"", ""source_url"": ""https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T30&prdSe=M&startPrdDe=202504&endPrdDe=202504&objL1=0"", ""value_last_changed_at"": ""2025-04-30""}]",https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T30&prdSe=M&startPrdDe=202504&endPrdDe=202504&objL1=0,49d3c5a9dbb62f72bb36e41527a493f58e5e0986134e8ae19ef12ea167869fe0,VERIFIED,KOSIS_API,Y,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01927_11,claim_fb5fd135415c3b5c,복수 수치에서 분리,8번 직접값 제외,다른 유형으로 이동: 최고·최저 기록,분기별로 출생아 수가 6만5000명을 넘은 것은 지난 2022년 1분기(6만8339명) 이후 3년 만이다.,2025-05-29,65000명,출생아 수,65000.0,명,2025년 1분기,분기,,,,THRESHOLD,"{""direction"": ""INCREASE"", ""operator"": ""GT"", ""threshold_unit"": ""명"", ""threshold_value"": ""65000""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_RECORD,CLAIM_PARSE,직접값이 아니라 과거 전체 기간과 비교해야 하는 기록 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01927_23,claim_12fae89412f5fe2b,복수 수치에서 분리,8번 직접값,8번 직접값 유지,2000년에 64만명이던 출생아 수는 2001년 56만명으로 줄더니 2002년부터 40만명대로 떨어졌다.,2025-05-29,560000명,출생아 수,560000.0,명,2001,ANNUAL,,,,DIRECT_VALUE,"{""direction"": ""DECREASE""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,DIRECT_VALUE_CHANGE_TARGET_MISCLASSIFIED,CLAIM_PARSE,DIRECT_VALUE_CHANGE_TARGET_MISCLASSIFIED,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01927_23,claim_1014ae0c2e198bd3,복수 수치에서 분리,8번 직접값,8번 직접값 유지,2000년에 64만명이던 출생아 수는 2001년 56만명으로 줄더니 2002년부터 40만명대로 떨어졌다.,2025-05-29,400000명,출생아 수,400000.0,명,2002년부터,연간,,,,DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,FETCH_FAILED,OFFICIAL_VALUE_FETCH,확정한 좌표의 공식값 조회가 실패함,UNDETERMINED,,"[{""canonical_key"": ""ORG=101|TBL=DT_1B8000G|ITM=T1|OBJ=B|MEMBER=전국|PRD_SE=년|PRD_DE=2002부터|DIMS=B:전국,A:출생아수(명)"", ""dimension_codes"": {""A"": ""10"", ""B"": ""00""}, ""dimension_members"": {""A"": ""출생아수(명)"", ""B"": ""전국""}, ""itm_id"": ""T1"", ""member_code"": ""전국"", ""obj_id"": ""B"", ""org_id"": ""101"", ""prd_de"": ""2002부터"", ""prd_se"": ""년"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1B8000G"", ""unit"": ""명""}]","[{""content_hash"": """", ""evidence_key"": ""ORG=101|TBL=DT_1B8000G|ITM=T1|OBJ=B|MEMBER=전국|PRD_SE=년|PRD_DE=2002부터|DIMS=B:전국,A:출생아수(명)"", ""publication"": null, ""retrieved_at"": ""2026-08-26T09:04:32.767744Z"", ""source"": ""NONE"", ""source_url"": ""https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000G&itmId=T1&prdSe=Y&startPrdDe=2002%EB%B6%80%ED%84%B0&endPrdDe=2002%EB%B6%80%ED%84%B0&objL1=00&objL2=10"", ""value_last_changed_at"": null}]",https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000G&itmId=T1&prdSe=Y&startPrdDe=2002%EB%B6%80%ED%84%B0&endPrdDe=2002%EB%B6%80%ED%84%B0&objL1=00&objL2=10,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01935_13,claim_f92fc8467da2f9d7,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"올해 내수의 성장률 기여도는 0.8%포인트, 순수출 성장률 기여도는 0%포인트 정도로 봤다.",2025-05-29,0.8%포인트,내수 성장률 기여도,0.8,%포인트,올해,,,,,DIRECT_VALUE,,HOLD,STRUCTURAL_HOLD,HUMAN_REVIEW,CLAIM_PARSE_UNCERTAIN,CLAIM_PARSE,문장에 내수와 순수출이라는 서로 독립적으로 검증 가능한 두 수치가 함께 제시되어 단일 Claim으로 안전하게 확정할 수 없음,,,[],[],,,,,N,,문장에 내수와 순수출이라는 서로 독립적으로 검증 가능한 두 수치가 함께 제시되어 단일 Claim으로 안전하게 확정할 수 없음,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01935_13,claim_876392cfe0983300,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"올해 내수의 성장률 기여도는 0.8%포인트, 순수출 성장률 기여도는 0%포인트 정도로 봤다.",2025-05-29,0%포인트,성장률 기여도,0.0,%포인트,2025년,년,,,"{""item"": ""순수출""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
